PEAKID,PKNAME,PKNAME2,LOCATION,HEIGHTM,HEIGHTF,HIMAL,REGION,OPEN,UNLISTED,TREKKING,TREKYEAR,RESTRICT,PHOST,PSTATUS,PEAKMEMO,PYEAR,PSEASON,PEXPID,PSMTDATE,PCOUNTRY,PSUMMITERS,PSMTNOTE,REFERMEMO,PHOTOMEMO
AMAD,Ama Dablam,Amai Dablang,Khumbu Himal,6814,22356,12,2,TRUE,FALSE,FALSE,,,1,2,,1961,1,AMAD61101,Mar 13,"New Zealand, USA, UK","Mike Gill, Wally Romanes, Barry Bishop, Michael Ward",,,
AMPG,Amphu Gyabjen,,Khumbu Himal (N of Ama Dablam),5630,18471,12,2,TRUE,FALSE,FALSE,,Opened in 2002,1,2,,1953,1,AMPG53101,Apr 11,UK,"John Hunt, Tom Bourdillon",,,
ANN1,Annapurna I,,Annapurna Himal,8091,26545,1,5,TRUE,FALSE,FALSE,,,1,2,,1950,1,ANN150101,Jun 03,France,"Maurice Herzog, Louis Lachenal",,,
ANN2,Annapurna II,,Annapurna Himal,7937,26040,1,5,TRUE,FALSE,FALSE,,,1,2,,1960,1,ANN260101,May 17,"UK, Nepal","Richard Grant, Chris Bonington, Ang Nyima Sherpa",,,
ANN3,Annapurna III,,Annapurna Himal,7555,24787,1,5,TRUE,FALSE,FALSE,,,1,2,,1961,1,ANN361101,May 06,India,"Mohan S. Kohli, Sonam Gyatso, Sonam Girmi",,,
ANN4,Annapurna IV,,Annapurna Himal,7525,24688,1,5,TRUE,FALSE,FALSE,,,1,2,,1955,1,ANN455101,May 30,W Germany,"Heinz Steinmetz, Harald Biller, Juergen Wellenkamp",,,
ANNE,Annapurna I East,,Annapurna Himal (ENE of Annapurna I),8026,26332,1,5,TRUE,FALSE,FALSE,,Requires permit for Annapurna I,1,2,,1974,1,ANNE74101,Apr 29,Spain,"Jose Manuel Anglada Nieto, Jorge Pons Sangines, Emilio Givis Abad",,,
ANNM,Annapurna I Middle,,Annapurna Himal (ENE of Annapurna I),8051,26414,1,5,TRUE,FALSE,FALSE,,Requires permit for Annapurna I,1,2,,1980,3,ANNM80301,Oct 03,W Germany,"Udo Boening, Ludwig Greissl, Heinz Oberrauch",,,
ANNS,Annapurna South,"Annapurna Dakshin, Moditse",Annapurna Himal (S of Annapurna I and Fang),7219,23684,1,5,TRUE,FALSE,FALSE,,,1,2,,1964,3,ANNS64301,Oct 15,"Japan, Nepal","Shiochiro Uyeo, Mingma Tsering Sherpa",,,
APIM,Api Main,,Api Himal,7132,23399,2,7,TRUE,FALSE,FALSE,,,1,2,,1960,1,APIM60101,May 10,"Japan, Nepal","Katsutoshi Hirabayashi, Gyaltsen Norbu Sherpa",1st ascent claimed by UK (H. S. Landor) in 1899 but probably reached only 5000m,,
APIW,Api West,,Api Himal (W of Api),7076,23215,2,7,TRUE,FALSE,FALSE,,,1,1,,,0,,,,Unclimbed,,,
BARU,Baruntse,,Khumbu Himal (W of Makalu),7152,23465,12,2,TRUE,FALSE,FALSE,,,1,2,,1954,1,BARU54101,May 29,New Zealand,"Colin Todd, Geoff Harrow",,,
BAUD,Baudha,,Mansiri Himal (SE of Manaslu and Himalchuli),6672,21890,15,4,TRUE,FALSE,FALSE,,,1,2,,1970,1,BAUD70101,May 02,Japan,"Yoshiyuki Kobayashi, Kiyoyasu Shibata",,,
BHEM,Bhemdang Ri,Morimoto,Jugal Himal (SE of Shalbachum),6150,20177,13,3,TRUE,FALSE,FALSE,,,1,2,,1964,1,BHEM64101,May 10,"Japan, Nepal","Tetsuya Kondo, Soshiro Sasaki, Mingma Tshering Sherpa",,,
BHRI,Bhrikuti,Damodar Himal,Damodar Himal (NE of Thorong La near Tibetan border),6476,21247,3,5,TRUE,FALSE,FALSE,,Opened in 2014,1,2,,1982,1,BHRI82101,May 18,"Japan, Nepal","Takashi Sakuma, Masanobu Tsuchiya, Tashi Jangbu Sherpa",1-3rd ascents claimed,,
BOBA,Bobaye,,Api Himal (S of Nampa),6808,22336,2,7,TRUE,FALSE,FALSE,,,1,2,,1996,3,BOBA96301,Nov 02,Slovenia,Tomaz Humar,,,
CHAM,Chamlang,,"Khumbu Himal (in Hongku Valley, SW of Makalu)",7321,24019,12,2,TRUE,FALSE,FALSE,,,1,2,,1962,1,CHAM62101,May 31,"Japan, Nepal","So Anma, Pasang Phutar Sherpa (I)",,,
CHAN,Changla,Changla Himal,Changla Himal (N of Jumla on Tibetan border),6563,21532,17,7,TRUE,FALSE,FALSE,,,4,2,,2010,3,CHAN10301,Sep 27,Japan,"Hirofumi Kobayashi, Seiya Nakasukasa, Yuta Shibayama, Naoki Yamaguchi",Climbed illegally by Sean Burch in October 2016?,,
CHMN,Chamar North,Peak 23,Shringi Himal,7165,23507,5,4,TRUE,FALSE,FALSE,,Opened in 2014,1,2,,1953,1,CHMN53101,Jun 05,"New Zealand, Nepal","Maurice Bishop, Nyamgel Sherpa",,,
CHEO,Cheo Himal,,Peri Himal (ESE of Himlung Himal on Tibetan border),6820,22375,18,5,TRUE,FALSE,FALSE,,,4,2,,1991,3,CHEO91301,Oct 13,"Japan, Nepal","Dambar Bahadur Gurung, Shigeki Imoto, Ful Bahadur Rai, Pasang Tshering Sherpa",,,
CHOY,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,26864,12,2,TRUE,FALSE,FALSE,,,4,2,,1954,3,CHOY54301,Oct 19,"Austria, Nepal","Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama",,,
CHOB,Chobuje,"Chobutse, Tsoboje",Rolwaling Himal (NE of Tsho Rolpa),6686,21936,19,2,TRUE,FALSE,FALSE,,,1,2,,1972,1,CHOB72101,Apr 24,W Germany,"Wolfgang Weinzierl, Peter Vogler, Gustav Harder, Klaus Harder",Illegal ascent,,
CHOL,Cholatse,"Tsolatse, Jobo Lhaptshan",Khumbu Himal (N of Tawoche),6423,21073,12,2,FALSE,FALSE,TRUE,2002,Converted to trekking peak in 2002,1,2,,1982,1,CHOL82101,Apr 22,"USA, UK","John Roskelley, Galen Rowell, Vern Clevenger, Bill O'Connor",,,
CHOP,Cho Polu,,"Khumbu Himal (S of Shartse, N of Baruntse)",6700,21982,12,2,TRUE,FALSE,FALSE,,,1,2,,1984,3,CHOP84301,Nov,Spain,Nil Bohigas Martorell,"1st official ascent Nov 12, 1999 by Markus Walter, Guenter Jung, Olaf Rieck and Dieter Ruelker (Germans)",,
CHUL,Chulu Central,Chulu East,Damodar Himal (E of Thorong La),6584,21601,3,5,FALSE,FALSE,TRUE,1978,,1,2,,1955,1,CHUL55201,Jul 23,W Germany,"Heinz Steinmetz, Harald Biller, Fritz Lobbichler, Juergen Wellenkamp",,,
CHUG,Chukyima Go,Chugimago,Rolwaling Himal (WSW of Tesi Laptsa),6258,20531,19,2,TRUE,FALSE,FALSE,,Opened in 2014,1,2,,2014,3,CHUG14301,Nov 12,Slovenia,"Domen Kastelic, Sam Hennessey","Originally thought that 1952 Scottish expedition climbed this peak, but likely Peak 5794m instead",,
CHUR,Churen Himal Central,,Dhaulagiri Himal (NW of Dhaulagiri VI),7385,24229,4,6,TRUE,FALSE,FALSE,,One permit for Churen Himal's three summits,1,2,,1970,3,CHUR70301,Oct 24,Japan,"Masayoshi Fukui, Kozo Hasegawa",,,
CHUW,Chulu West,,Damodar Himal (E of Thorong La),6419,21060,3,5,FALSE,FALSE,TRUE,1978,,1,2,,1952,3,CHUW52301,Oct 23,Japan,"Kinji Imanishi, Kazuhiko Hayashi, Sasuke Nakao, Jiro Taguchi, Masataka Takagi, Sakuta Takebushi",,,
TAPL,Taple Shikhar,Cross Peak,Kangchenjunga Himal (W of Nepal Peak),6447,21152,9,1,TRUE,FALSE,FALSE,,Opened in 2002,1,2,,1998,3,TAPL98301,Oct 08,"Japan, Nepal","Misako Miyazawa, Gumba Sherpa, Kancha Sunwar Sherpa, Pemba Lama Sherpa",,,
CTSE,Changtse,Everest North Peak,North of Everest (in Tibet),7583,24879,12,2,FALSE,TRUE,FALSE,,Peak entirely within China,2,2,,1982,1,CTSE82301,Oct 14,W Germany,Udo Zehetleitner,,,
DHA1,Dhaulagiri I,,Dhaulagiri Himal,8167,26795,4,6,TRUE,FALSE,FALSE,,,1,2,,1960,1,DHA160101,May 13,"Switzerland, Austria, W Germany, Nepal","Peter Diener, Kurt Diemberger, Albin Schelbert, Ernst Forrer, Nima Dorje Sherpa, Nawang Dorje Sherpa",,,
DHA2,Dhaulagiri II,,Dhaulagiri Himal (NW of Dhaulagiri I),7751,25430,4,6,TRUE,FALSE,FALSE,,,1,2,,1971,1,DHA271101,May 18,"Austria, USA, Nepal","Adolf Huber, Ronald Fear, Adi Weissensteiner, Jangbu Sherpa",,,
DHA3,Dhaulagiri III,"Nalu, Naula",Dhaulagiri Himal (SW of Dhaulagiri II),7715,25312,4,6,TRUE,FALSE,FALSE,,,1,2,,1973,3,DHA373301,Oct 20,W Germany,"Klaus Schreckenbach, Gerhard Haberl, Hans Saler",,,
DHA4,Dhaulagiri IV,,Dhaulagiri Himal (W of Dhaulagiri V),7661,25135,4,6,TRUE,FALSE,FALSE,,,1,2,,1975,1,DHA475101,May 09,Japan,"Shiro Kawazu, Etsuro Yasuda",1st ascent claimed (summmiters died in fall on descent),,
DHA5,Dhaulagiri V,,Dhaulagiri Himal (SW of Dhaulagiri III),7618,24993,4,6,TRUE,FALSE,FALSE,,,1,2,,1975,1,DHA575101,May 01,"Japan, Nepal","Masaaki Morioka, Pemba Tsering Sherpa",,,
DHA6,Dhaulagiri VI,,Dhaulagiri Himal (WSW of Dhaulagiri IV),7268,23845,4,6,TRUE,FALSE,FALSE,,,1,2,,1970,1,DHA670101,Apr 17,Japan,"Shiro Kawazu, Shoichi Kimura, Hisazumi Nakamura, Seijiro Yamamura",,,
DHAM,Dhampus,"Thapa Peak, Marpha Peak",Mukut Himal (NE of Dhaulagiri I and Tukuche),6012,19724,16,6,TRUE,FALSE,FALSE,,,1,2,,1960,1,DHAM60101,Apr,Austria,Kurt Diemberger,Dhampus has two summits (the western summit is called Thapa),,
DOGA,Dogari,,Dhaulagiri Himal (WNW of Putha Hiunchuli),6536,21444,4,6,TRUE,FALSE,FALSE,,Opened in 2003,1,1,,,0,,,,Unclimbed,,,
PEMK,Pemthang Karpo Ri,"Dome Blanc, Kan Karmo",Jugal Himal (NNW of Dorje Lhakpa on Tibetan border),6865,22523,8,3,TRUE,FALSE,FALSE,,Opened in 2014,4,2,,1955,1,PEMK55101,May 14,"Switzerland, Nepal","Raymond Lambert, Ang Norbu Sherpa, Kami Tshering Sherpa, Pasang Sherpa, Pemba Gyaltzen Sherpa",,,
DORJ,Dorje Lhakpa,,Jugal Himal (near Tibetan border),6966,22854,8,3,TRUE,FALSE,FALSE,,,1,2,,1981,3,DORJ81301,Oct 18,"Japan, Nepal","Kunio Kataoka, Makoto Anbe, Kazunari Murakami, Eiichi Shingyoji, Pemba Tsering Sherpa",Rumored that two British climbers summited via the W Ridge in 1979 (Dick Isherwood and Geoff Cohen),,
DRAN,Drangnag Ri,Thaknak Ri,Rolwaling Himal (N of Tesi Laptsa near Tibetan border),6757,22169,19,2,TRUE,FALSE,FALSE,,,1,2,,1995,1,DRAN95101,Apr 30,"Norway, UK, Nepal","Chris Bonington, Ralph Hoibakk, Bjorn Myrer-Lund, Lhakpa Gyalu Sherpa, Pema Dorje Sherpa",,,
DROM,Drohmo,"Domo, Longridge Peak",Jongsang Himal (NNW of Kangchenjunga),6881,22575,7,1,TRUE,FALSE,FALSE,,Opened in 1997,1,1,,,0,,,,Main summit unclimbed,,,
EVER,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8850,29035,12,2,TRUE,FALSE,FALSE,,,4,2,,1953,1,EVER53101,May 29,"New Zealand, India","Edmund Hillary, Tenzing Norgay Sherpa",,,
FANG,Fang,"Varaha Shikhar, Varaha Chuli, Finger",Annapurna Himal (SW of Annapurna I),7647,25089,1,5,TRUE,FALSE,FALSE,,,1,2,,1980,1,FANG80101,May 17,"Austria, Nepal","Sepp Mayerl, Hermann Neumair, Ang Chepal Sherpa",,,
FIRN,Firnkopf,Firnkopf East,Saipal Himal (W of Saipal),6730,22080,20,7,TRUE,FALSE,FALSE,,,1,1,,,0,,,,Unclimbed,,,
FIRW,Firnkopf West,,Saipal Himal (WSW of Firnkopf),6745,22129,20,7,TRUE,FALSE,FALSE,,,1,2,,1987,3,FIRW87301,Oct 25,"Austria, W Germany, Nepal","Franz Kroell, Fritz Mross, Ang Chopal Sherpa",Austrian Saipal expedition of 1954 may have reached Firnkopf West,,
GAMA,Gama Peak,,"Dhaulagiri Himal (N of Dhaulagiri VI, S of Junction Peak)",7187,23579,4,6,FALSE,TRUE,FALSE,,,1,2,,1970,3,GAMA70301,Oct 25,Japan,"Goro Nabeyama, Katsuhiro Nakashima",,,
GAN1,Ganesh I,Yangra Kangri,Ganesh Himal (on Tibetan border),7422,24350,5,4,TRUE,FALSE,FALSE,,,4,2,,1955,3,GAN155301,Oct 24,"Switzerland, France","Raymond Lambert, Eric Gauchat, Claude Kogan",,,
GAN3,Ganesh III,"Salasungo, Kang Lombo, Lopsang Karbo",Ganesh Himal (S of Ganesh I on Tibetan border),7043,23107,5,4,TRUE,FALSE,FALSE,,,4,2,,1979,3,GAN379301,Oct 19,"Japan, Nepal","Hideo Ogura, Pemba Tshering Sherpa, Dawa Norbu Sherpa",Note: This mountain previously known as Ganesh II till re-surveyed in early 1990's.,,
GAN2,Ganesh II,,Ganesh Himal (WSW of Ganesh I),7118,23353,5,4,TRUE,FALSE,FALSE,,,1,2,,1981,3,GAN281302,Oct 16,"W Germany, Nepal","Hermann Warth, Ang Chepal Sherpa, Nga Temba Sherpa, Nima Tenzing Sherpa",Note: This mountain previously known as Ganesh III till re-surveyed in early 1990's.,,
GAN4,Ganesh IV,Pabil,Ganesh Himal (SW of Ganesh I),7104,23307,5,4,TRUE,FALSE,FALSE,,,1,2,,1978,3,GAN478301,Oct 20,"Japan, Nepal","T Tomita, H Yoshio, K Aoyagi, M Hashimoto, Y Hashimoto, Y Okuma, T Shimoji, T Suzuki, I Yasuda, Yogendra Thapa, Kamal Bhandari, Mingma Tenzing Sherpa, Sonan Wolang Sherpa",,,
GAN5,Ganesh V,,Ganesh Himal (SE of Ganesh I on Tibetan border),6770,22211,5,4,TRUE,FALSE,FALSE,,,4,2,,1980,1,GAN580101,Apr 21,"Japan, Nepal","Tatsumi Sasaki, Akihiko Komori, Lhakpa Dorje Sherpa, Nima Tenzing Sherpa, Nima Nuru Sherpa",,,
GAN6,Ganesh VI,,Ganesh Himal (subpeak SE of Ganesh II),6908,22664,5,4,TRUE,FALSE,FALSE,,Opened in 2002,1,2,,2000,1,GAN600101,May 23,Japan,"Osamu Tanabe, Yasuhiro Hanatani",Possibly climbed in 1981 by Japanese Ganesh II team led by Hiroyashu Shirakabe,,
GANC,Ganchenpo,"Fluted Peak, Ganchempo",Jugal Himal (W of Dorje Lhakpa and Urkinmang),6378,20925,8,3,TRUE,FALSE,FALSE,,,1,2,,1971,3,GANC71302,OctNov,USA,"Terry Bech, Cheri Bech",,,
GAND,Gandharva Chuli,"Gandharbha, Gabelhorn Peak",Annapurna Himal (SSW of Annapurna III near Machhapuchhare),6248,20499,1,5,TRUE,FALSE,FALSE,,,1,2,,2013,1,GAND13101,May 06,Romania,"Cosmin Andron, Christina Pogacean",,,
GANG,Gangapurna,,Annapurna Himal (NW of Annapurna III),7455,24459,1,5,TRUE,FALSE,FALSE,,,1,2,,1965,1,GANG65101,May 06,"W Germany, Nepal","Gunter Hauser, Ludwig Greissl, Hermann Kollensperger, Erich Reismueller, Ang Temba Sherpa, Phu Dorje Sherpa",,,
GAUR,Gaurishankar,Jomo Tseringma,Rolwaling Himal (on Tibetan border),7135,23409,19,2,TRUE,FALSE,FALSE,,,4,2,,1979,1,GAUR79101,May 08,"US, Nepal","John Roskelley, Dorje Sherpa",,,
GHUN,Ghustang North,,Dhaulagiri Himal (WNW of Gurja Himal),6529,21421,4,6,TRUE,FALSE,FALSE,,Opened in 2003,1,2,,1962,3,GHUN62301,Oct 22,"UK, Nepal","J.O.M. Roberts, Ang Pema Sherpa, Nawang Dorje Sherpa",,,
GHUS,Ghustang South,"Gurja West, Paschim Himal",Dhaulagiri Himal (WSW of Gurja Himal),6465,21211,4,6,TRUE,FALSE,FALSE,,Opened in 2003,1,2,,2019,3,GHUS18301,Oct 23,"France, Canada, Switzerland, Nepal","Corinne Amouillin-Gautier, Herve Barlier, Sophie Bellier, Dimitri Lomer, Albert Namiache, Charles Rossignol, Francois Schulz, Dipen Nuppa Bhote, Rajan Lama Bhote, Chettar Sherpa",,,
MATA,Matathumba,"Matatumpa, Ghyuthumba East",Jagdula Lekh (S of Kanjiroba Himal),5767,18921,10,7,FALSE,TRUE,FALSE,,,1,2,,1961,1,MATA61101,May 16,"UK, Nepal","John Tyson, James Burnet, John Earle, Mingma Tsering, Ang Temba Sherpa",,,
GHYM,Ghyuthumba Main,"Gutumpa, Pasang Peak",Jagdula Lekh (S of Kanjiroba Himal),5806,19049,10,7,FALSE,TRUE,FALSE,,,1,2,,1953,3,GHYM53301,Nov,"Austria, Nepal, India","Herbert Tichy, Ajiba Sherpa, Gyalzen Sherpa, Pasang Dawa Lama, Pemba Sherpa",,,
GIME,Gimmigela Chuli East,Twins,Kangchenjunga Himal (N of Kangchenjunga on Indian border),7007,22989,9,1,FALSE,TRUE,FALSE,,Requires permit for Gimmigela Chuli,5,2,,1993,3,GIME93301,Oct 09,"Japan, Nepal","Hideo Koike, Masanori Sato, Taro Tanigawa, Chuldin Sherpa, Pasang Nima Sherpa, Phurba Sherpa",,,
GIMM,Gimmigela Chuli,Twins,Kangchenjunga Himal (N of Kangchenjunga on Indian border),7350,24114,9,1,TRUE,FALSE,FALSE,,,5,2,,1994,3,GIMM94301,Oct 29,"Japan, Nepal","Shigeru Yokokuwa, Dawa Wangchuk Sherpa, Pasang Gyalzen Sherpa, Pasang Tenzing Sherpa",,,
GLAC,Glacier Dome,"Tarke Kang, Tarke Khang",Annapurna Himal (E of Annapurna I),7168,23517,1,5,TRUE,FALSE,FALSE,,,1,2,,1964,1,GLAC64301,Oct 16,"Japan, Nepal","Mitsuhiro Nishimura, Dorje Sherpa",,,
GURJ,Gurja Himal,,Dhaulagiri Himal (S of Dhaulagiri VI),7193,23599,4,6,TRUE,FALSE,FALSE,,,1,2,,1969,3,GURJ69301,Nov 01,"Japan, Nepal","Tomokuni Saeki, Lhakpa Tenzing Sherpa",,,
GURK,Gurkarpo Ri,,Jugal Himal (N of Dorje Lhakpa on Tibetan border),6889,22602,8,3,TRUE,FALSE,FALSE,,,4,2,,2007,3,GURK07301,Nov 01,France,"Paul Grobel, Pierre-Olivier Dupuy, Marc Kia, Jean Francois Males",,,
GYAC,Gyachung Kang,,Khumbu Himal (E of Cho Oyu on Tibetan border),7861,25791,12,2,TRUE,FALSE,FALSE,,,4,2,,1964,1,GYAC64101,Apr 10,"Japan, Nepal","Yukihiko Kato, Kiyoto Sakaizawa, Pasang Phutar Sherpa (I)",,,
GYAJ,Gyajikang,Gyaji Khang,Peri Himal (SW of Himlung Himal),7074,23209,18,5,TRUE,FALSE,FALSE,,,1,2,,1994,3,GYAJ94301,Oct 07,"Japan, Nepal","Toshisada Hasegawa, Yousuke Kokubo, Osamu Tanabe, Ram Kaji Sivakoti, Pasang Tshering Sherpa, Dambar Bahadur Gurung",,,
LEOE,Leonpo Gang East,Gyalgen Peak,Jugal Himal (NE of Leonpo Gang on Tibetan border),6733,22090,8,3,TRUE,FALSE,FALSE,,Opened in 2014,4,2,,1955,1,LEOE55101,May 11,"UK, Nepal","Monica Jackson, Elizabeth Stark, Mingma Gyalgen Sherpa, Ang Temba Sherpa",Peak named after sirdar Mingma Gyalgen Sherpa,,
HIME,Himalchuli East,Himalchuli Main,Mansiri Himal (SE of Manaslu),7893,25896,15,4,TRUE,FALSE,FALSE,,,1,2,,1960,1,HIME60101,May 24,Japan,"Masahiro Harada, Hisashi Tanabe",,,
HIML,Himlung Himal,,Peri Himal (NW of Manaslu near Tibetan border),7126,23379,18,5,TRUE,FALSE,FALSE,,,1,2,,1992,1,HIML92301,Oct 03,"Japan, Nepal","Osamu Hanai, Akio Koizumi, Nima Sherpa",Expeditions to Himlung prior to 1992 were probably climbing Nemjung,,
HIMN,Himalchuli North,,"Mansiri Himal (SE of Manaslu, WNW of Himalchuli Main)",7331,24052,15,4,TRUE,FALSE,FALSE,,,1,2,,1985,3,HIMN85302,Oct 27,"S Korea, Nepal","Lee Jae-Hong, Ang Pasang Sherpa, Jangbu Sherpa, Lhakpa Norbu Sherpa, Pasang Dawa Sherpa",,,
RANI,Rani Peak,"Lidanda Peak, Himalchuli Northeast","Mansiri Himal (SE of Manaslu, NE of Himalchuli Main)",6693,21959,15,4,FALSE,TRUE,FALSE,,,1,2,,1970,1,RANI70101,May 05,"Netherlands, Nepal","Herman Tollenaar, Ang Phurba Sherpa, Mingma Tsering Sherpa, Nima Dorje Sherpa",,,
HIMW,Himalchuli West,,"Mansiri Himal (SE of Manaslu, W of Himalchuli Main)",7540,24738,15,4,TRUE,FALSE,FALSE,,,1,2,,1978,1,HIMW78101,May 07,Japan,"Yoshio Ogata, Kazuhiro Sugeno",,,
HIUP,Hiunchuli,Patal Hiunchuli,Annapurna Himal (E of Annapurna South),6434,21109,1,5,FALSE,FALSE,TRUE,1978,,1,2,,1971,3,HIUP71301,Oct 10,USA,"Craig Anderson, Peter Cross, Jim Richards, John Skow, Lane Smith",,,
HNKU,Hongku Chuli,"Hunku Chuli, Pyramid Peak","Khumbu Himal (in Hongku Valley, NE of Chamlang)",6833,22418,12,2,TRUE,FALSE,FALSE,,Opened in 2013?,1,1,,,0,,,,Unclimbed,,,
HONG,Hongde,"Hangde, Hongde Himal",Mukut Himal (N of Sita Chuchura in Hidden Valley),6556,21509,16,6,TRUE,FALSE,FALSE,,,1,2,,1962,1,HONG62101,May 08,"Japan, Nepal","Shijiro Ishizaka, Zenkichi Hirayama, Takashi Miyahara, Ang Dawa Sherpa, Ang Temba Sherpa",,,
IMJA,Imjatse,Island Peak,Khumbu Himal (S of Lhotse),6165,20226,12,2,FALSE,FALSE,TRUE,1978,,1,2,,1956,1,IMJA56101,,"Switzerland, Nepal","Hansrudolf Von Gunten, 2 unknown Sherpas",1st ascent of SW Summit by UK (Hunt) in 1953. Imjatse may have been climbed in the 1951 or 1952 by members of Shipton's teams,,
JAGD,Jagdula,,Jagdula Lekh (S of Kande Hiunchuli),5761,18901,10,7,TRUE,FALSE,FALSE,,,1,2,,2013,1,JAGD13101,Apr 30,France,Francois Damilano,,,
JANU,Jannu,Khumbhakarna,Kangchenjunga Himal (W of Kangchenjunga),7711,25299,9,1,TRUE,FALSE,FALSE,,,1,2,,1962,1,JANU62101,Apr 27,"France, Nepal","Rene Desmaison, Paul Keller, Robert Paragot, Gyalzen Mitchung Sherpa",,,
JETH,Jethi Bahurani,"Jettiborani, Jutibofurani",Api Himal (S of Nampa and Bobaye),6850,22474,2,7,TRUE,FALSE,FALSE,,,1,2,,1978,1,JETH78101,Apr 27,Japan,"Kazuo Mitsui, Nobuhito Morota, Hideki Yoshida",,,
JONG,Jongsang,"Jonsong, Jhinsang",Jongsang Himal (on Indian-Tibetan border),7462,24482,7,1,TRUE,FALSE,FALSE,,,6,2,,1930,1,JONG30101,Jun 03,"Germany, Austria","Hermann Hoerlin, Erwin Schneider",,,
JUNC,Junction Peak,,"Dhaulagiri Himal (on ridge joining Dhaulagiri VI, IV and Churen)",7133,23402,4,6,FALSE,TRUE,FALSE,,,1,1,,,0,,,,Unclimbed,,,
KABD,Kabru Dome,,Simhalila Himal (SE of Kabru in India),6600,21654,9,1,FALSE,TRUE,FALSE,,,3,2,,1982,3,KABD82301,Sep 24,India,"Mahabir Thakur, Tshering Lobsang, K. N. Singh, Gautam Dutta, P. Bhotia, Umeshari Devi",1st ascent claimed by India (Biswas) but not recognized,,
KABN,Kabru North,,Simhalila Himal (S of Kabru Main on Indian border),7338,24075,9,1,FALSE,TRUE,FALSE,,,5,2,,1935,3,KABN35301,Nov 18,UK,C. R. (Reggie) Cooke,"Possible ascent by UK & Swiss (W. W. Graham, Emil Boss, Ulrich Kauffman) in 1883 (AJ, 219-228 (2009), Willy Blaser & Glyn Hughes",,
KAG1,Kagmara I,,Kagmara Lekh (S of Kanjiroba Himal),5978,19613,10,7,TRUE,FALSE,FALSE,,,1,2,,1962,1,KAG162101,May 23,"UK, Nepal","Dorothea Gravina, Denise Evans, Nancy Smith, Pat Wood, Ang Temba Sherpa, Mingma Tsering Sherpa, Pemba Norbu Sherpa",,,
KAN1,Kande Hiunchuli North  I,,Kanjiroba Himal (NW of Kanjiroba),6521,21394,10,7,FALSE,TRUE,FALSE,,,1,1,,,0,,,,Unclimbed,,,
KAN2,Kande Hiunchuli North  II,,Kanjiroba Himal (NW of Kanjiroba),6471,21230,10,7,FALSE,TRUE,FALSE,,,1,2,,1980,1,KAN280101,May 03,Switzerland,"Daniel Chevallier, Pierre Galland",,,
KANB,Kangbachen,Kambachen,Kangchenjunga Himal (W Spur of Kangchenjunga),7902,25925,9,1,TRUE,FALSE,FALSE,,,1,2,,1974,1,KANB74101,May 26,Poland,"Wojciech Branski, Wieslaw Klaput, Marek Malatynski, Kazimierz Olech, Zbigniew Rubinowski",,,
KANC,Kangchenjunga Central,,Kangchenjunga Himal (between Main and South summits),8473,27799,9,1,TRUE,FALSE,FALSE,,,5,2,,1978,1,KANC78102,May 22,Poland,"Wojciech Branski, Zygmunt Heinrich, Kazimierz Olech",Illegal ascent,,
KAND,Kande Hiunchuli,,Kanjiroba Himal (WNW of Kanjiroba),6627,21742,10,7,TRUE,FALSE,FALSE,,,1,2,,1972,3,KAND72301,Oct 18,Japan,"Toyokazu Hirota, Shigeru Kuwahata",1st ascent claimed (but perhaps climbed 6570m peak),,
KANG,Kangchenjunga,,Kangchenjunga Himal,8586,28169,9,1,TRUE,FALSE,FALSE,,,5,2,,1955,1,KANG55101,May 25,UK,"George Band, Joe Brown",,,
KANS,Kangchenjunga South,,Kangchenjunga Himal,8476,27808,9,1,TRUE,FALSE,FALSE,,,5,2,,1978,1,KANS78101,May 19,Poland,"Eugeniusz Chrobak, Wojciech Wroz",,,
KARY,Karyolung,,Rolwaling Himal (SE of Numbur),6530,21424,19,2,TRUE,FALSE,FALSE,,,1,2,,1982,3,KARY82301,Oct 31,"Japan, Nepal","Yoshiyuki Inoue, Masatoshi Iwasa, Hiroshi Nishie, Yogendra Thapa, Gita Bdr Joshi, Babu Ram Pun, Gore Tamang, Pemba Tshering Sherpa",,,
KCHN,Kangchung Nup,"Khangchung Nup, Kangcho Nup, Cholo",Khumbu Himal (NE of Gokyo Lake),6043,19826,12,2,FALSE,TRUE,FALSE,,,1,2,,1953,1,KCHN53101,Apr 04,"UK, New Zealand","Edmund Hillary, Wilfred Noyce, Charles Wylie",,,
NAYA,Naya Kanga,"Kangja Chuli, Ghanja La Chuli",Jugal Himal (W of Ganchempo by Kangja La),5863,19236,8,3,FALSE,FALSE,TRUE,1978,,1,2,,,0,,,,1st ascent unknown,,,
KGUR,Kang Guru,Naurgaon,Peri Himal (SW of Himlung Himal),6981,22904,18,5,TRUE,FALSE,FALSE,,,1,2,,1955,2,KGUR55201,Jul 02,W Germany,"Heinz Steinmetz, Fritz Lobbichler, Juergen Wellenkamp",,,
KHAT,Khatang,,Rolwaling Himal (E of Numbur),6790,22277,19,2,TRUE,FALSE,FALSE,,,1,2,,1982,3,KHAT82301,Oct 30,"Japan, Nepal","Tatsumi Kawamura, Yoshimi Kitayama, Dorje Sherpa",,,
